Edition,Reviews,Ratings,Edition_Year,Price
Твердый,4.5,11,2012,678.0
Другой,4.5,24,2015,1498.0
Твердый,4.6,143,2012,307.0
Мягкий,4.7,185,2015,356.0
Твердый,4.4,2,2010,996.18
Твердый,4.0,16,2016,297.0
Твердый,4.3,4,1988,499.0
Твердый,3.6,5,2007,190.0
Твердый,4.1,58,2013,324.0
Твердый,4.1,3,2007,200.0
Твердый,4.7,5,2019,307.23
Твердый,3.5,7,2017,221.0
Твердый,4.3,67,2014,278.0
Твердый,4.5,59,2017,250.0
Мягкий,4.6,29,2015,805.0
Твердый,4.0,15,1995,509.0
Твердый,5.0,1,1995,926.0
Твердый,3.8,16,2000,280.0
Твердый,4.4,42,2011,260.0
Твердый,4.5,2,2017,421.0
Твердый,4.8,32,2019,310.0
Твердый,4.5,31,1993,365.0
Мягкий,3.0,1,2012,681.0
Твердый,4.8,49,2019,242.0
Твердый,3.7,52,2019,64.0
Мягкий,4.7,4,2017,1413.86
Твердый,5.0,1,2015,48.0
Мягкий,4.6,3,2008,286.0
Твердый,4.1,8,2017,235.0
Твердый,4.3,42,2017,185.0
Мягкий,5.0,6,2011,2185.0
Твердый,4.5,40,2018,349.0
Мягкий,5.0,1,2017,2721.0
Мягкий,4.4,30,2017,279.0
Твердый,3.5,12,2017,320.0
Твердый,4.1,21,2014,408.0
Твердый,5.0,2,2011,698.0
Другой,4.8,6,2006,399.0
Твердый,4.4,31,2012,380.44
Твердый,4.2,17,2008,403.0
Твердый,4.8,7,2008,498.0
Твердый,4.6,3,2017,147.85
Твердый,4.6,14,2018,341.0
Другой,4.3,7,2018,603.0
Твердый,3.5,2,2019,222.0
Твердый,4.0,2,1971,937.0
Твердый,4.2,6,2015,499.0
Твердый,4.0,2,2010,125.0
Твердый,3.5,2,2015,710.51
Твердый,4.1,3,2010,115.0
Твердый,4.3,16,2018,299.0
Мягкий,5.0,1,2017,632.0
Твердый,4.5,342,0,188.0
Твердый,4.5,6,2013,1160.0
Твердый,5.0,1,1993,449.0
Твердый,4.0,64,2018,120.0
Твердый,4.7,11,2011,271.0
Твердый,4.6,34,2000,295.0
Твердый,3.9,9,2013,196.0
Твердый,4.0,1,2019,506.0
Другой,5.0,1,2016,639.0
Мягкий,5.0,5,2018,1118.0
Твердый,4.2,43,2016,599.0
Мягкий,4.6,3,2017,1889.0
Твердый,4.0,22,2014,264.0
Твердый,5.0,4,2004,134.0
Мягкий,5.0,1,2018,290.0
Твердый,4.0,1,2016,1472.0
Твердый,4.3,4,2018,502.41
Твердый,4.7,72,2014,261.0
Твердый,4.4,27,2011,317.0
Твердый,4.0,36,2008,300.0
Твердый,4.6,18,2014,330.0
Твердый,4.8,79,2018,475.0
Твердый,4.7,16,2019,374.0
Твердый,4.6,3,2004,309.0
Другой,4.5,2,2018,524.0
Мягкий,4.6,5,2018,692.23
Твердый,4.7,282,2015,263.0
Твердый,3.9,9,2017,114.0
Твердый,3.0,1,2006,410.0
Твердый,4.5,22,2016,149.0
Мягкий,4.1,33,2017,510.0
Твердый,4.2,10,2010,247.0
Твердый,3.0,1,2016,698.93
Твердый,5.0,1,1984,273.0
Мягкий,5.0,1,2017,1627.0
Твердый,5.0,2,2011,311.0
Твердый,4.0,1,2019,247.0
Твердый,5.0,1,2017,120.0
Твердый,3.3,26,2015,295.0
Твердый,5.0,2,2014,499.0
Твердый,4.0,1,2018,263.0
Твердый,4.0,1,2004,1313.0
Твердый,5.0,1,2002,378.0
Мягкий,5.0,2,2009,74.0
Твердый,3.4,7,2016,222.0
Твердый,4.6,22,2014,386.0
Твердый,5.0,1,2017,352.0
Твердый,5.0,2,2018,1199.0
Твердый,4.6,3,2010,337.0
Спиральный,5.0,1,2016,1878.0
Твердый,5.0,6,2011,945.0
Мягкий,4.3,3,2009,1770.0
Мягкий,4.2,184,2013,262.0
Твердый,3.9,17,2015,400.44
Твердый,4.8,12,2012,262.0
Мягкий,4.9,12,1997,2100.0
Твердый,5.0,2,2018,1000.0
Твердый,4.1,4,2019,68.0
Твердый,4.1,150,2013,110.0
Твердый,5.0,1,2006,1625.0
Твердый,5.0,1,2013,674.0
Твердый,3.6,5,2015,139.0
Твердый,3.0,1,1991,485.0
Твердый,5.0,2,2012,1399.0
Твердый,2.3,5,2004,550.0
Твердый,3.6,62,2012,225.0
Твердый,3.7,120,2019,150.0
Твердый,4.5,6,2019,259.35
Мягкий,5.0,2,2019,407.0
Твердый,4.7,10,2013,232.0
Твердый,4.5,2,2018,719.0
Мягкий,5.0,2,2012,1138.0
Твердый,4.4,23,2006,295.0
Твердый,3.5,24,2012,767.0
Твердый,3.5,6,2017,240.0
Твердый,3.0,1,2016,1457.0
Твердый,5.0,4,1994,573.0
Твердый,4.7,4,2016,299.0
Твердый,5.0,1,2018,129.65
Твердый,5.0,6,2018,336.0
Твердый,4.3,3,2005,76.0
Твердый,4.1,30,2010,221.0
Твердый,5.0,1,2019,455.0
Твердый,3.9,15,2015,647.0
Твердый,3.3,3,2016,584.0
Твердый,4.8,13,2019,184.0
Твердый,5.0,1,2017,259.0
Твердый,5.0,1,2018,1214.0
Твердый,5.0,1,2018,300.0
Твердый,3.9,2,2013,225.0
Мягкий,3.8,7,2017,246.0
Твердый,4.2,3,2019,399.0
Твердый,4.8,5,2016,2846.0
Твердый,4.2,35,2017,294.25
Твердый,4.7,4,2018,591.0
Твердый,3.8,18,2018,110.0
Твердый,4.1,48,2018,159.0
Твердый,5.0,2,2015,900.0
Твердый,4.4,8,2017,1000.0
Твердый,5.0,10,2016,521.0
Твердый,4.2,46,2008,141.0
Мягкий,3.9,11,2017,813.0
Мягкий,3.4,2,2016,1839.0
Твердый,3.0,1,2012,220.82
Твердый,4.7,20,1993,647.0
Твердый,4.4,9,2016,772.0
Твердый,5.0,1,2018,262.0
Твердый,4.1,5,2002,309.0
Твердый,4.1,246,1990,115.0
Другой,4.2,53,2014,93.0
Твердый,4.0,1,1991,446.0
Твердый,5.0,1,2017,1299.0
Твердый,3.6,29,2013,1339.0
Твердый,5.0,1,2018,356.0
Твердый,4.0,126,2013,2000.0
Твердый,4.0,11,2012,399.13
Твердый,5.0,1,2001,464.0
Твердый,5.0,1,2008,1174.0
Твердый,4.0,3,2015,549.0
Твердый,4.4,29,2016,409.0
Твердый,5.0,1,2018,314.0
Твердый,3.8,4,2016,298.0
Твердый,2.5,2,2010,386.0
Твердый,4.7,4,2014,1650.0
Твердый,4.3,3,2018,459.0
Твердый,4.0,2,2016,384.0
Твердый,5.0,1,2010,233.0
Твердый,5.0,1,2014,740.92
Твердый,4.6,35,2014,162.0
Твердый,3.0,1,2012,396.0
Твердый,4.5,43,2008,3990.0
Твердый,4.3,3,2012,202.93
Твердый,3.6,21,2017,299.0
Твердый,4.8,12,2012,255.0
Твердый,4.8,5,2016,1121.0
Твердый,4.9,11,2016,229.0
Твердый,4.3,43,2014,479.0
Твердый,4.5,4,2011,361.0
Твердый,4.4,26,2018,339.0
Твердый,3.6,3,2016,250.0
Твердый,4.5,29,2012,870.44
Твердый,4.1,12,2009,228.0
Другой,5.0,1,2011,475.0
Твердый,5.0,4,2019,524.25
Твердый,4.1,2,2003,299.0
Твердый,5.0,1,2012,210.0
Твердый,4.5,784,2013,320.0
Твердый,4.4,174,1998,263.0
Другой,4.7,4,1987,271.58
Мягкий,4.7,37,2019,474.0
Твердый,5.0,1,2018,299.0
Твердый,4.4,23,2008,369.0
Твердый,3.9,3,2012,600.0
Твердый,4.8,10,2016,239.0
Твердый,4.5,10,2015,299.0
Твердый,3.9,15,2007,342.01
Твердый,4.8,9,2018,360.0
Твердый,4.4,48,2010,281.0
Твердый,5.0,1,2010,199.0
Мягкий,4.6,5,2018,726.31
Твердый,4.8,15,2015,669.0
Твердый,3.8,15,2001,365.0
Твердый,4.5,2,2015,349.0
Твердый,5.0,15,2017,972.0
Твердый,4.7,7,2010,342.0
Другой,4.7,4,2016,903.0
Твердый,3.0,2,1995,599.0
Твердый,4.2,23,2012,247.0
Твердый,3.6,20,2015,84.0
Твердый,4.3,3,2013,310.0
Твердый,4.6,27,1984,420.0
Твердый,4.7,15,2001,245.0
Твердый,4.1,397,2016,159.0
Твердый,4.8,13,2010,1392.0
Твердый,4.5,63,2017,1475.0
Твердый,4.5,18,2015,304.0
Другой,4.7,4,1992,398.89
Мягкий,5.0,1,2017,2243.0
Мягкий,4.2,22,2014,481.61
Твердый,5.0,1,2016,655.18
Твердый,5.0,2,2007,299.0
Твердый,4.3,5,2014,590.0
Твердый,4.4,2,2013,183.7
Мягкий,3.9,10,2015,445.1
Твердый,5.0,3,1998,454.0
Твердый,4.0,9,2017,339.0
Твердый,4.6,8,2006,288.45
Твердый,4.7,3,1994,310.0
Мягкий,3.7,24,2019,373.0
Твердый,4.8,5,2016,3340.0
Твердый,4.6,6,2017,180.0
Твердый,5.0,1,2013,702.0
Твердый,3.4,4,2014,295.0
Мягкий,5.0,3,2016,616.0
Твердый,3.9,32,2011,250.0
Твердый,5.0,2,2017,799.0
Твердый,4.1,5,2016,299.0
Твердый,4.2,14,2013,379.0
Твердый,4.0,1,2006,350.0
Мягкий,4.2,5,2019,900.0
Твердый,3.5,2,2015,250.0
Твердый,5.0,4,2008,461.0
Твердый,4.0,1,2002,280.0
Мягкий,5.0,2,2015,1497.2
Твердый,3.9,16,2015,410.0
Мягкий,4.0,1,2018,399.0
Твердый,5.0,2,2017,131.35
Твердый,4.3,35,2013,311.0
Мягкий,4.2,3,2018,900.0
Твердый,3.7,30,2015,389.0
Мягкий,5.0,1,2008,449.0
Твердый,4.5,26,2011,249.0
Твердый,4.0,8,2018,146.0
Твердый,4.4,113,2017,594.0
Твердый,4.8,7,2017,385.0
Твердый,4.4,172,2012,999.0
Твердый,3.8,6,2017,350.0
Твердый,1.0,1,2018,359.0
Твердый,5.0,1,2011,115.0
Твердый,4.0,1,2011,977.0
Мягкий,3.5,17,2018,406.0
Твердый,4.5,25,2015,1799.0
Твердый,4.8,8,1991,1318.0
Твердый,3.8,28,2018,323.52
Твердый,3.0,1,1976,1422.0
Мягкий,4.3,158,2016,357.0
Другой,4.9,22,2016,14100.0
Твердый,3.8,6,2016,379.0
Твердый,4.7,226,2012,399.0
Твердый,3.9,21,2018,295.0
Мягкий,2.0,1,2006,248.0
Твердый,4.1,5,2014,485.0
Твердый,3.6,44,2015,336.0
Мягкий,4.8,7,2017,441.0
Твердый,3.9,20,2017,152.0
Твердый,4.4,863,1995,227.0
Твердый,5.0,1,1999,900.0
Твердый,3.8,17,2012,352.36
Твердый,5.0,1,2002,588.0
Твердый,4.3,14,2018,335.0
Твердый,4.1,76,2015,281.0
Твердый,4.0,4,2011,279.0
Твердый,3.9,26,2017,399.0
Твердый,4.0,9,2018,499.0
Мягкий,4.1,4,2015,1843.0
Твердый,4.6,27,2011,855.0
Другой,3.9,18,1984,319.0
Твердый,4.5,291,2009,235.0
Мягкий,3.8,6,2018,450.0
Твердый,3.0,2,2019,310.0
Твердый,4.0,2,2017,479.0
Твердый,5.0,2,2015,299.0
Твердый,3.7,6,2016,307.0
Твердый,4.0,19,2013,113.0
Мягкий,4.5,225,2018,538.0
Твердый,4.2,7,2018,699.0
Твердый,3.8,69,2014,155.0
Твердый,3.3,5,2004,199.0
Твердый,5.0,4,2018,369.0
Твердый,5.0,2,2005,275.0
Твердый,4.0,3,2018,374.0
Твердый,4.0,1,2001,350.0
Твердый,4.9,12,2006,350.0
Твердый,3.0,6,2019,275.0
Другой,4.1,1227,2013,296.0
Твердый,5.0,3,2010,311.0
Твердый,4.0,46,2003,94.0
Твердый,4.0,1,2001,701.0
Твердый,4.6,366,2014,299.0
Мягкий,5.0,1,2002,491.0
Твердый,4.0,5,2005,517.0
Мягкий,4.1,4,2009,91.0
Твердый,4.4,113,2017,686.0
Твердый,4.5,2,2018,499.0
Твердый,4.0,8,2016,277.0
Твердый,5.0,3,2011,632.15
Твердый,4.5,2,2010,1075.0
Твердый,4.0,218,2010,247.0
Твердый,3.6,7,2010,1524.0
Твердый,4.0,2,1974,200.0
Мягкий,4.9,12,2009,60.0
Твердый,3.0,21,2019,90.0
Твердый,3.9,5,2007,269.0
Твердый,4.2,68,2013,495.0
Твердый,4.8,6,2002,895.0
Твердый,2.9,43,2018,222.0
Твердый,3.8,100,2016,569.0
Твердый,4.7,13,2019,121.0
Мягкий,4.2,21,2015,634.25
Твердый,4.1,98,2007,228.0
Твердый,4.7,4,2016,275.0
Твердый,4.6,108,2017,224.0
Твердый,4.5,6,2011,598.94
Твердый,5.0,3,2017,1071.0
Твердый,4.0,1,1993,1000.0
Другой,5.0,1,2005,787.0
Твердый,3.5,3,2013,492.0
Твердый,4.5,2,2018,539.0
Твердый,4.5,77,2016,284.0
Твердый,4.8,19,2015,1054.0
Твердый,3.6,337,2014,152.0
Твердый,5.0,1,1998,1020.0
Мягкий,3.9,7,2015,924.0
Твердый,5.0,2,2005,253.0
Твердый,4.4,13,2016,239.0
Твердый,4.4,20,2011,249.0
Мягкий,4.8,9,2013,1584.0
Твердый,4.7,90,2018,296.0
Твердый,3.2,2,2010,76.0
Твердый,5.0,3,2016,228.0
Твердый,3.9,13,2018,242.0
Твердый,4.7,4,2015,399.0
Твердый,4.4,30,2018,205.0
Твердый,4.0,43,2016,319.0
Твердый,5.0,1,2011,474.0
Твердый,3.7,10,2019,54.0
Твердый,5.0,1,2002,812.0
Твердый,4.2,32,2010,463.0
Твердый,3.1,5,2019,416.0
Мягкий,3.0,1,2016,1319.77
Мягкий,3.9,22,2013,646.0
Твердый,4.4,973,2001,355.0
Твердый,4.3,37,2016,335.0
Мягкий,5.0,1,2015,509.0
Твердый,5.0,1,2013,100.0
Твердый,4.8,16,2018,1249.04
Твердый,4.4,12,2015,665.0
Твердый,3.2,4,2017,260.0
Твердый,4.1,5,2014,355.0
Твердый,4.0,8,2010,573.0
Твердый,3.9,67,2016,59.0
Твердый,4.5,10,2010,9096.0
Мягкий,3.9,45,2018,355.0
Твердый,4.4,6,2013,559.0
Твердый,3.0,2,2008,310.0
Твердый,4.6,154,2010,449.0
Мягкий,2.0,1,2016,293.0
Твердый,3.9,76,2015,240.0
Твердый,4.5,18,2015,253.0
Твердый,4.3,11,2011,262.0
Твердый,3.6,14,2013,185.0
Другой,4.1,50,2011,194.0
Твердый,4.6,9,2014,128.0
Твердый,3.7,5,2012,295.0
Твердый,4.3,10,2018,459.0
Твердый,4.4,310,2015,465.0
Твердый,4.1,13,2008,650.0
Мягкий,4.0,1,2018,1109.0
Твердый,4.4,10,2018,557.0
Мягкий,4.6,34,2017,420.0
Твердый,5.0,5,2007,524.0
Твердый,4.6,109,2014,311.0
Твердый,3.0,2,2017,120.0
Твердый,5.0,1,2011,573.18
Твердый,3.7,5,2014,262.0
Твердый,4.6,5,2004,438.0
Твердый,5.0,5,2008,239.0
Твердый,3.3,7,2015,1194.0
Твердый,4.7,53,2019,299.0
Твердый,5.0,1,2012,114.0
Твердый,3.9,33,2013,150.0
Твердый,3.0,2,2017,200.0
Твердый,4.2,301,2011,117.0
Твердый,4.7,7,2018,310.0
Твердый,3.9,24,2014,300.0
Твердый,3.0,2,2011,50.0
Твердый,4.5,24,2001,308.0
Твердый,4.6,9,2006,1552.0
Твердый,3.0,4,2008,575.0
Твердый,3.6,4,1996,487.0
Твердый,4.6,3,2009,294.0
Твердый,4.3,27,2018,337.0
Твердый,5.0,2,2011,1268.0
Твердый,5.0,2,2019,356.0
Твердый,4.0,14,1991,1699.0
Твердый,3.8,3,2017,198.0
Твердый,4.6,212,2016,492.0
Мягкий,4.6,6,2011,1198.0
Мягкий,4.0,1,2009,11715.12
Твердый,3.9,9,2017,309.0
Твердый,4.2,11,2018,786.0
Твердый,3.9,12,2007,217.0
Мягкий,4.2,41,2018,569.0
Твердый,3.2,30,2005,125.0
Твердый,4.1,25,2014,199.0
Твердый,4.2,40,2013,320.0
Твердый,4.1,764,2017,112.0
Мягкий,2.7,279,2018,460.0
Твердый,4.1,12,2005,399.0
Твердый,4.1,5,2017,289.0
Твердый,4.7,19,2018,98.0
Мягкий,5.0,1,2016,904.0
Твердый,5.0,1,2005,322.0
Твердый,4.3,38,2017,415.0
Твердый,4.3,255,2017,295.0
Твердый,4.2,9,2018,478.79
Твердый,5.0,1,2010,399.0
Твердый,2.8,5,2013,529.0
Мягкий,5.0,4,2011,2767.0
Твердый,4.8,6,2018,199.0
Твердый,4.6,68,2015,420.0
Твердый,3.8,6,2008,249.0
Твердый,4.5,18,2016,969.0
Твердый,4.8,8,2017,2239.0
Твердый,4.7,4,2015,482.0
Твердый,3.6,19,2008,350.0
Мягкий,5.0,4,2016,1688.0
Твердый,4.1,10,2007,1407.0
Твердый,4.2,251,2018,196.0
Твердый,4.6,10,2016,239.0
Мягкий,4.4,30,2015,859.0
Твердый,4.7,5,2012,194.94
Твердый,4.6,72,2016,639.0
Твердый,3.0,1,2009,129.0
Твердый,3.7,11,2015,374.0
Твердый,5.0,6,1997,498.44
Твердый,3.0,1,2014,236.0
Твердый,3.8,4,2017,100.0
Твердый,4.9,33,2018,150.0
Твердый,4.6,653,2007,117.0
Твердый,4.0,5,1994,356.0
Твердый,4.7,167,2010,277.0
Твердый,4.0,22,2018,435.0
Твердый,5.0,1,2016,979.0
Твердый,5.0,1,1977,1499.0
Твердый,4.9,11,2012,399.0
Твердый,4.1,14,2014,2122.0
Твердый,4.8,11,2016,359.0
Твердый,3.9,16,2004,369.0
Другой,3.5,3,2017,1056.0
Твердый,4.8,8,2016,215.0
Твердый,4.0,2,0,270.0
Твердый,3.4,8,2019,199.0
Мягкий,5.0,1,2012,286.0
Твердый,4.7,6,2018,646.0
Твердый,4.9,14,2012,675.0
Твердый,4.1,29,2008,130.0
Твердый,1.7,3,2017,324.0
Твердый,5.0,5,2010,232.0
Твердый,4.1,8,2019,442.0
Твердый,5.0,1,2015,953.0
Твердый,4.1,43,2008,1200.0
Твердый,3.4,3,2016,1074.0
Твердый,4.6,3,2019,279.0
Твердый,3.7,13,2003,900.0
Твердый,4.0,1,2018,1299.0
Твердый,4.0,2,2008,212.0
Твердый,4.5,27,2019,156.0
Другой,5.0,7,2009,299.0
Твердый,4.6,3,2016,168.0
Твердый,4.5,2,1999,554.0
Твердый,4.9,16,2019,199.0
Твердый,4.7,3,2013,1095.0
Твердый,5.0,1,2013,588.0
Твердый,4.5,2,2017,735.0
Твердый,4.5,50,2013,303.0
Твердый,4.5,2,2018,416.0
Твердый,4.0,3,2017,134.0
Твердый,5.0,1,2000,573.0
Твердый,4.4,9,2017,185.0
Твердый,4.6,5,2018,135.0
Мягкий,4.5,4,2018,366.0
Твердый,3.5,9,2011,228.0
Твердый,4.4,37,2018,359.0
Твердый,4.5,8,2018,270.0
Твердый,4.6,14,1989,524.0
Твердый,4.0,1,2012,591.0
Твердый,5.0,3,2019,534.0
Твердый,4.2,6,2017,499.0
Твердый,3.8,8,2015,629.0
Твердый,4.1,62,2015,175.0
Твердый,4.4,70,2016,224.0
Твердый,4.5,2,2017,260.0
Мягкий,5.0,6,1995,3439.0
Твердый,4.6,19,2017,430.0
Твердый,3.8,6,2015,1197.0
Твердый,4.7,8,2018,339.0
Мягкий,5.0,1,2018,1224.0
Твердый,4.7,8,2016,282.36
Мягкий,5.0,1,2013,2208.0
Мягкий,4.5,247,2008,885.0
Твердый,4.4,137,2017,180.0
Мягкий,4.4,61,2018,592.0
Твердый,4.7,8,2017,740.0
Твердый,4.8,5,2018,368.0
Твердый,4.3,29,2018,224.0
Твердый,5.0,1,2018,455.0
Твердый,2.0,2,1994,212.0
Твердый,4.5,60,2011,510.0
Твердый,4.5,26,1997,525.0
Твердый,4.1,12,2016,1771.0
Твердый,5.0,3,2003,456.0
Твердый,4.4,6,2012,242.0
Твердый,4.7,894,2017,479.0
Твердый,4.1,28,2014,358.0
Твердый,5.0,1,2006,488.0
Твердый,3.7,31,2018,239.0
Твердый,4.2,4,2013,748.34
Твердый,5.0,2,2018,2115.0
Твердый,4.5,11,2015,350.0
Твердый,4.0,1,2012,627.0
Твердый,4.5,30,2017,227.0
Твердый,4.1,10,2015,113.0
Твердый,3.8,27,2017,278.0
Другой,4.0,1,1987,970.0
Твердый,5.0,1,2018,373.0
Твердый,4.0,1,2015,659.0
Твердый,4.0,3135,2011,80.0
Мягкий,1.0,2,2007,1852.0
Мягкий,3.3,3,2011,399.0
Твердый,5.0,3,2008,773.0
Твердый,4.8,8,2016,479.0
Твердый,4.2,6,2017,440.0
Твердый,3.9,11,2017,209.0
Твердый,5.0,2,2002,899.0
Твердый,4.2,26,2015,341.0
Твердый,5.0,2,2013,1194.0
Твердый,4.6,84,2017,235.0
Твердый,4.3,38,2007,800.0
Твердый,4.8,10,2008,214.0
Твердый,3.5,2,2007,490.0
Другой,4.4,958,1986,488.0
Твердый,4.7,20,2019,166.42
Твердый,4.5,49,2017,423.0
Твердый,4.4,9,1992,273.0
Твердый,4.0,1,2012,682.0
Твердый,4.0,1,2007,375.0
Мягкий,4.2,9,2016,245.0
Твердый,3.5,80,2017,378.0
Твердый,4.0,1,2019,982.0
Твердый,4.5,2,2017,542.0
Мягкий,4.0,2,2019,799.0
Твердый,5.0,1,2016,415.0
Твердый,5.0,3,2016,1344.0
Твердый,4.0,1,2012,180.0
Твердый,4.7,8,1960,499.0
Твердый,4.0,1,2018,993.0
Твердый,4.0,1,2017,131.0
Другой,4.8,10,2016,647.0
Твердый,4.4,27,2001,339.0
Твердый,5.0,2,1960,1400.0
Твердый,4.5,24,2017,979.0
Твердый,3.7,25,2017,399.0
Твердый,2.2,6,2017,140.0
Твердый,4.5,4,1999,125.0
Твердый,5.0,4,2006,1054.0
Твердый,4.8,21,2018,724.0
Твердый,4.8,12,2012,262.0
Твердый,3.9,16,2017,185.0
Твердый,4.9,12,1992,689.0
Твердый,5.0,4,0,805.0
Твердый,3.7,28,2013,339.0
Твердый,3.8,5,2017,364.0
Мягкий,5.0,1,2017,2721.0
Твердый,4.0,1,2018,1054.0
Твердый,4.5,351,2013,304.0
Твердый,5.0,1,2015,779.0
Твердый,4.6,10,2015,410.0
Твердый,5.0,1,2015,407.0
Твердый,4.4,81,2014,159.0
Твердый,4.9,11,2010,597.07
Твердый,4.8,5,2011,483.0
Твердый,3.8,8,2013,321.0
Твердый,4.6,53,2012,369.0
Твердый,3.8,2,2013,1274.0
Твердый,5.0,1,2018,859.0
Другой,4.4,11,2002,460.0
Мягкий,4.7,9,2016,1924.23
Твердый,4.7,5,1999,159.0
Твердый,4.0,1,2012,344.7
Твердый,5.0,2,2015,485.0
Твердый,4.5,2,2015,476.0
Твердый,4.3,116,2016,169.0
